,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024
AMH,34.588709694998606,34.115129470825195,35.59545631408692,35.00849515741522,35.44305714693937,35.41530227661133,35.99722602150657,37.895003925670274,39.307053565979004,37.55102887360946,36.97599353790283,37.07662715911865
AMKR,30.913296381632488,29.943105602264403,31.946534633636475,30.28886283527721,31.92382951216264,35.345996153982064,39.152803594415836,30.958382953297008,29.698927021026613,29.139322363811992,25.836083316802977,26.255428886413576
AMP,376.4731939406622,392.03961486816405,416.49583740234374,415.05408269708806,426.55329617587,426.9109256142064,426.8639776056463,419.4497098055753,447.65625152587893,500.39137069038725,554.6631439208984,544.6806488037109
AMT,199.38472784133185,184.820751953125,193.4355255126953,174.81946979869497,182.3417545665394,191.41585339997945,203.36563249067828,220.482478055087,231.97498321533203,220.7271609099015,200.8348846435547,193.13982925415038
AMTM,,,,,,,,,28.488000106811523,28.023912844450578,27.270000076293947,22.16800003051758
AMZN,153.615237281436,171.00349807739258,176.8224998474121,181.17318240079013,184.17636455189097,186.08421084755346,190.33318190141156,172.39227294921875,184.8660011291504,186.83478313943615,204.50499954223633,224.33649978637695
AN,141.1028587704613,144.6150001525879,155.98850021362304,158.10636346990412,167.47318198464134,164.0731570595189,170.84454623135653,173.83954481645063,170.3755012512207,164.95000026537025,168.13800125122071,174.15900039672852
ANET,63.21380942208426,67.33150119781494,72.01424980163574,68.33556868813254,75.15397730740634,80.38368385716488,86.50522752241655,85.54806865345348,89.49899978637696,99.65184817106828,99.43262557983398,109.51699943542481
ANSS,340.7233319963728,335.2095016479492,339.4459991455078,333.9786363081499,325.1231800426136,323.2878996196546,320.78591225363994,316.3122738924894,316.55150146484374,323.3821742845618,341.4774993896484,342.6550018310547
AON,296.65830485026044,307.5076217651367,320.0374069213867,307.64922818270594,283.99117625843394,290.69400827508224,300.9562696977095,332.57606367631394,347.4101287841797,357.3074752144192,381.3330017089844,365.6929992675781
AOS,78.74624415806362,79.04159126281738,85.2486701965332,84.8048640164462,83.62807221846147,81.52801634135999,83.43877445567738,80.41942700472745,81.73097457885743,80.77284008523692,73.61526222229004,70.82194328308105
APA,31.142982937040784,29.281875801086425,31.092162132263184,32.46510895815763,29.29455973885276,28.042280096756784,29.704989086497914,28.045956871726297,24.322496509552003,24.91819025122601,22.349235248565673,21.672945308685303
APD,257.22816249302457,222.47518005371094,235.47396240234374,231.0571719082919,250.48205427689985,267.6648551539371,255.71442898837003,273.9791911732067,281.92015380859374,312.7522755498471,318.3383758544922,306.3315948486328
APG,31.679047811599006,34.687500381469725,38.508500289916995,38.46772731434215,36.62590911171653,37.89526306955438,37.13181842457164,34.46136335893111,33.89300022125244,33.150000116099484,36.556999588012694,37.66149978637695
APH,48.44231033325195,52.22443904876709,55.4342456817627,57.19780887256969,64.44924094460227,67.0731968126799,66.09629197554155,64.12035144459118,63.29889965057373,66.02423543515413,71.73257827758789,72.46114006042481
APLS,65.28904760451545,66.95550003051758,58.913499641418454,51.82318167252974,42.786363948475234,40.61578971461246,38.08909086747603,37.4747727134011,35.38649978637695,27.477825994076937,29.36875,33.666750049591066
APO,95.43368457612537,107.57112007141113,109.95158996582032,109.91495097767223,111.93743445656516,115.95943049380654,120.22894633900036,107.98060261119495,116.52784309387206,140.27326567276666,163.0151153564453,173.6245002746582
APP,41.494047437395366,52.117499923706056,65.80449962615967,72.256817557595,80.77318226207386,80.09105280825966,82.2259091463956,82.16022768887606,111.12750091552735,150.22152112877887,276.92699737548827,343.6240005493164
APPF,183.8385729108538,233.50700149536132,231.18200225830077,225.07295365767047,239.92227311567828,234.10736887078536,251.39045437899503,220.61409204656428,229.51449890136718,214.0032607368801,233.5194999694824,257.2284980773926
APTV,83.06571415492466,80.20799980163574,78.52149925231933,73.32636365023527,81.62727251919833,75.53631591796875,69.88181894475764,69.7609089938077,69.83699913024903,69.51434790569803,54.864000129699704,58.06550006866455
AR,22.568095343453543,23.198499870300292,26.74399995803833,30.49909088828347,34.100454677235,33.65473676982679,31.04363640871915,27.079999923706055,26.793999767303468,28.077826043833856,30.766000080108643,32.075000286102295
ARE,119.33396366664341,113.84283180236817,119.95098609924317,116.50076848810369,116.14766311645508,112.06314287687603,117.72886761752042,113.01391012018377,118.28759422302247,114.9962334010912,108.21001358032227,100.82603874206544
ARES,115.11879584902809,128.5066173553467,130.97362098693847,130.393234946511,139.0387559370561,133.0674695466694,142.01696222478694,141.25794150612572,147.96461791992186,163.25409001889437,169.60051498413085,177.48792419433593
ARMK,28.230747132074264,29.942149066925047,31.173041820526123,31.59956914728338,31.911074725064363,33.070716657136614,33.020712245594375,34.83257432417436,37.541829109191895,38.13305299178414,39.02140102386475,39.122853469848636
ARW,115.78142838251023,113.43199996948242,122.00450057983399,126.18227247758345,128.92090849442914,128.3942104138826,121.81500001387163,129.4318171414462,129.24300003051758,132.7895667034647,118.28299980163574,118.36800003051758
AS,,15.18600001335144,15.980500078201294,14.57590913772583,14.982272668318315,14.405789475691947,11.492272680455988,12.361363714391535,14.687500047683717,18.112174075582754,21.201499938964844,27.089499950408936
ASH,79.44007982526507,90.65510864257813,94.6949478149414,94.30768619884144,97.00789087468928,96.69670225444592,93.89314200661399,86.2794917713512,86.1362075805664,85.32079248842986,79.25825271606445,74.30899963378906
ATI,42.43380955287388,43.876000022888185,49.48099975585937,51.26772724498402,60.156818043101914,56.749473571777344,60.147727099331945,63.645454753528945,62.50299987792969,62.28478240966797,57.76149959564209,56.55649967193604
ATO,112.09055437360492,110.41629142761231,113.66947517395019,114.12277499112216,115.02379296042703,114.7692666304739,119.9636185385964,127.68833888660778,134.82472381591796,139.74416119119397,144.91925735473632,141.00149993896486
ATR,126.18167368570964,135.12959976196288,140.36204452514647,139.0283168445934,146.46204861727628,144.47479248046875,142.57553655450994,146.4103865189986,153.27069625854492,163.7506740404212,171.1347671508789,165.1987533569336
AVB,174.9289071219308,169.3388816833496,177.82203521728516,180.70402318781072,190.42002521861684,196.4506691380551,202.01916018399325,211.73755368319425,225.6137809753418,221.85284423828125,227.79981155395507,223.02900161743165
AVGO,112.78115735735211,124.54901275634765,130.09820175170898,129.81922669844195,134.224777915261,154.8523856715152,161.86246837269175,154.91540249911222,161.73804321289063,176.35444176715353,169.3487548828125,206.72167358398437
AVT,46.346944173177086,44.27169761657715,46.69634475708008,47.451986659656875,51.650385423140094,52.23852880377518,51.76227500221946,52.81661467118697,51.47959804534912,54.15958819182023,54.074486923217776,53.860958099365234
AVTR,22.172857102893648,23.84849967956543,25.424499988555908,24.958636197176848,24.522272803566672,22.548421157033818,22.148181915283203,25.341363646767356,26.313999938964844,24.226521616396695,21.45649995803833,21.59300012588501
AVY,195.15506780715216,204.16533279418945,214.22881393432618,212.81803477894175,222.16257962313566,224.27542837042557,215.54145258123225,210.61302185058594,217.29406967163087,212.4458226742952,202.11146240234376,195.22029647827148
AWI,97.67931620279948,109.59539909362793,121.67243194580078,117.03982197154652,115.22009866887873,113.5755410445364,120.59164463390003,122.6156172318892,126.90253562927246,137.0190602178159,154.05781936645508,151.12600021362306
AWK,124.9378912789481,118.26715507507325,116.38318138122558,116.42520523071289,128.37121200561523,127.61062421296772,134.77595728093928,140.2953838001598,144.66484527587892,138.40394525942594,134.65805206298828,128.0564437866211
AXON,251.2876194545201,270.5130012512207,313.28400268554685,307.0927234996449,297.6250027743253,289.2826329281456,304.5431837602095,354.03409090909093,378.74950103759767,432.08391139818275,573.389500427246,640.5905029296875
AXP,186.22696431477866,209.4884780883789,220.41483688354492,224.4597591053356,236.1620067249645,228.37706636127672,241.2954531582919,244.06781768798828,258.8693374633789,272.3494050399117,289.59412841796876,299.5033233642578
AXS,55.301030840192524,59.115322303771975,61.55536289215088,61.82589062777433,68.81478309631348,69.84047618665193,70.89242935180664,74.29053219881925,77.39608726501464,80.31384642227836,85.42397804260254,90.49869956970215
AXTA,32.77714284261068,31.89499959945679,33.312500190734866,32.15272756056352,35.384091117165305,35.15947301764237,34.91499987515536,34.77227228338068,35.63900012969971,36.17999997346298,39.795499610900876,37.32049961090088
AYI,224.15018063499815,241.0472312927246,260.52582626342775,256.8744090687145,259.4596418900923,248.46492165013365,248.00763008811256,237.8268120505593,259.9396682739258,302.86955592943275,322.3810302734375,313.09428253173826
AZEK,37.386190686907085,44.760000228881836,48.88250026702881,47.1481819152832,46.507272720336914,45.02315802323191,43.348181984641336,41.218636599454015,44.120499801635745,44.120869512143344,48.042499732971194,51.71249980926514
AZO,2666.463797433036,2789.186486816406,3128.925500488281,3011.734552556818,2887.5409046519885,2875.874203330592,2941.8127219460225,3162.8195467862215,3109.6310180664063,3116.59521484375,3120.1765014648436,3267.697998046875
AZPN,203.2538096110026,186.7039993286133,201.1490005493164,205.16318234530362,210.25590861927378,200.3136837607936,193.2622722278942,208.85136274857953,230.69449996948242,236.57391291079313,246.06850051879883,250.21699905395508
AZTA,65.26904769170852,64.84950008392335,61.93650016784668,54.42954548922452,51.90181766856801,54.077367882979544,55.36999997225675,52.24454619667747,48.040500259399415,44.25130429475204,44.54249992370605,47.758000183105466
BA,219.3980952671596,205.55300064086913,190.80600051879884,174.27681801535866,178.67545596036044,182.33789544356497,184.080454046076,171.55772746693003,157.50300064086915,153.5213039232337,148.14300003051758,168.64049911499023
BAC,32.43183717273531,32.77755565643311,35.53069915771484,36.31946702436967,37.89521685513583,39.04667824193051,41.2397799058394,38.39066990939054,39.334893989562985,41.15368304045304,45.44321422576904,45.25371322631836
BAH,128.14002300444105,143.09016799926758,144.85718307495117,142.5953133322976,149.99157229336825,151.31131704230057,151.29845428466797,148.5179443359375,155.49543838500978,165.61544401749322,161.08228073120117,135.81833724975587
BALL,55.68181864420573,60.155983543396,64.72324924468994,65.76903464577414,68.5378584428267,64.7012734664114,60.8787314675071,62.9771562056108,65.81854457855225,64.88923910389776,60.73744506835938,57.51650066375733
BAX,37.99270648048038,39.49518394470215,41.44506282806397,40.3293531591242,34.57988947088068,33.18434946160568,34.42570027438077,36.16163930025968,38.72982482910156,36.261811795442,33.66495265960693,30.530499935150146
BBWI,42.23731213524228,44.343290138244626,45.68477516174316,44.821976054798476,47.52900557084517,42.89079545673571,36.49892668290572,32.44949280131947,29.192884731292725,30.093424175096594,31.84244909286499,38.22599983215332
BBY,70.87484777541388,72.52602424621583,75.8211669921875,75.1291521245783,71.71992457996716,85.6789386146947,84.4277361089533,84.22015450217508,97.41353607177734,94.79304603908373,88.95666046142578,87.16707382202148
BC,85.06771814255487,84.62289772033691,88.94750061035157,86.11588044600053,80.30749823830344,74.41856022884971,75.47146641124378,76.35312340476297,79.4307960510254,81.23307534922724,81.31649703979492,72.17899932861329
BDX,234.17837233770462,236.60823974609374,236.20911254882813,234.2373601740057,230.89671186967328,233.35597068385073,229.18699645996094,234.31334963711825,234.31984024047853,237.66128208326256,227.2850601196289,224.3031867980957
BEN,26.52130281357538,25.52754154205322,26.091385555267333,24.63518645546653,22.565261580727316,21.740532222547028,22.24175349148837,20.769814664667305,19.5680401802063,19.91880060278851,21.29448347091675,21.18256311416626
BEPC,27.485470363071986,24.184814453125,23.419452953338624,22.524893760681152,29.56702284379439,29.547300840678968,28.335955966602672,27.428250572898172,29.691918087005615,31.564225570015285,30.620250129699706,29.374999809265137
BERY,59.87858963012695,53.878327178955075,53.9310941696167,52.323288137262516,54.07294412092729,54.74225636532432,56.53286361694336,59.15894959189675,61.58424682617188,62.59430993121603,67.88985824584961,67.47400016784668
BFAM,97.30571528843471,104.58800048828125,114.93650016784667,108.11727315729314,109.76409079811789,106.03210529528167,115.55863640525125,134.30409067327327,139.12749862670898,133.47478120223334,114.4509994506836,111.40599975585937
BG,91.07210468110584,88.82609825134277,93.94978904724121,103.23468468405984,102.09010557694869,103.85473351729543,109.44396383112127,96.67250442504883,96.90765609741212,92.43187249225119,87.30538749694824,82.23949890136718
BHF,51.950952620733354,49.25749969482422,47.65550022125244,49.24409103393555,45.883636474609375,42.79631584569027,47.173636349764735,44.01909082586115,43.481000137329104,46.894782190737516,50.91700038909912,49.10200023651123
BIIB,251.45238240559897,230.39100189208983,219.8995002746582,202.40318228981712,222.64136435768822,228.4436862343236,224.9659090909091,203.5427280772816,198.11050033569336,185.7795642355214,164.93599853515624,153.5110008239746
BILL,75.38190496535529,67.67950019836425,66.38500061035157,62.42636368491433,56.64409065246582,49.761578810842416,52.65636374733665,48.92363652316007,53.023999786376955,55.377825695535414,81.30849990844726,89.4055004119873
BIO,318.23904564267116,329.6085006713867,339.19199829101564,301.78636308149856,285.60181912508875,284.26789454409953,299.8450012207031,324.5445445667614,329.5185012817383,337.78173828125,347.9855026245117,333.31300048828126
BIRK,47.03809520176479,49.10049991607666,47.147999954223636,43.90590927817605,47.47409109635787,58.532631522730775,55.901818015358664,58.97863682833585,47.718000411987305,49.13782617320185,47.1564998626709,55.876000213623044
BJ,65.63999975295295,68.58150062561035,75.08299980163574,75.74590891057795,80.09318161010742,88.08999955026727,88.96681768243963,84.2095454822887,80.2060001373291,85.99739174220873,90.37950019836425,95.52749977111816
BK,52.5062012445359,53.797509002685544,54.3682186126709,55.03121896223588,57.12001609802246,57.98621890419408,61.906770879572086,64.09800806912509,69.10078620910645,74.17571490743886,78.00131607055664,78.54134254455566
BKNG,3470.064650762649,3629.470458984375,3506.599609375,3504.171863902699,3689.910145152699,3878.752312911184,3886.5325927734375,3616.8850652521305,3977.3616333007812,4301.847836701766,5015.475170898438,5147.483081054687
BKR,30.33563268752325,28.515805816650392,31.232205390930176,32.434259934858844,31.90593181956898,32.19754329480623,35.035573439164594,34.663202805952594,34.35491523742676,36.811558101488195,42.504791831970216,41.31111106872559
BLD,365.9114278157552,391.01550140380857,417.71399841308596,413.00136496803975,408.2877280495384,400.43157958984375,429.69499761408025,391.1768146861683,387.7824981689453,386.09608393130094,368.38450317382814,345.41649932861327
BLDR,167.55142938523065,185.48899841308594,202.24599838256836,189.95954686945134,170.62681926380503,145.36052583393297,151.9745469526811,163.39499872381037,183.7130012512207,188.32782579504925,179.59500045776366,162.95049972534179
BLK,772.2194155738467,778.6381164550781,807.9980926513672,762.8618441495029,770.9654124866832,770.3203992341694,818.1592795632102,855.4879067160866,902.8781616210938,972.8049210258152,1023.8867828369141,1042.5096862792968
BMRN,93.90190524146671,88.59550018310547,85.8494987487793,87.95181794600053,78.8731821233576,82.87736872622841,83.79818101362748,89.08590906316584,77.31450042724609,69.52478325885275,65.12900009155274,65.97300014495849
BMY,48.07079260689871,47.37688846588135,50.067430686950686,47.13028560985219,41.538392847234554,40.18790235017475,41.969724828546696,47.23716891895641,48.6151819229126,52.37447025464929,56.76542720794678,56.96274890899658
BOKF,81.51471564883278,80.9762451171875,85.69204406738281,87.13680614124645,91.15940440784802,87.62143386037727,97.1392374905673,98.51797658746892,102.72400550842285,105.93916420314623,114.0661434173584,113.36389427185058
BPOP,81.11425672258649,82.47837142944336,83.12589530944824,83.80903937599875,88.66361514004794,85.22838632684005,95.43951970880681,96.86441594904119,98.61210021972656,95.70391348133917,96.45550003051758,95.86049995422363
BR,199.77351960681733,195.85524063110353,200.19530029296874,195.62117073752663,196.24769800359553,196.56560074655633,203.6009188565341,209.8828360817649,209.7627212524414,215.73392121688178,225.0537857055664,230.18361282348633
BRBR,53.94333303542364,57.06450004577637,59.95949993133545,56.130908792669125,58.17772709239613,57.55894691065738,53.414090936834164,54.388636502352625,58.8935001373291,64.09260907380477,72.84099998474122,77.06099967956543
BRKR,71.31442442394439,77.95458183288574,91.86581459045411,84.98543930053711,74.12072823264383,64.87327796534488,63.64469961686568,63.79081552678888,66.26027908325196,62.1832567297894,56.381809616088866,58.185500144958496
BRO,73.80741410028367,81.13289337158203,85.04009170532227,82.47830546985973,86.9174076427113,90.3573536119963,93.50835938887163,101.34898029674183,102.8433624267578,104.88201174528703,110.2999454498291,105.02354125976562
BROS,28.53714288984026,27.40900001525879,32.6210000038147,30.897727272727273,33.73181802576239,39.084210646779916,40.008636474609375,32.415000048550695,33.131499481201175,33.56391301362411,46.51400032043457,53.45150012969971
BRX,21.672967819940474,21.717049407958985,21.720398235321046,21.09784646467729,21.426551385359332,21.75771131013569,23.428338050842285,25.534686868840996,27.08185796737671,27.230684280395508,28.784690380096436,28.294868659973144
BSX,60.04333278111049,65.7009994506836,67.36050033569336,69.17681815407492,74.12090891057795,76.77789507414165,76.53454555164684,77.36409135298295,82.96650009155273,85.8139124331267,88.46599998474122,90.07999954223632
BSY,48.99917620704288,51.37698631286621,49.918815803527835,50.95399787209251,53.73208791559393,50.318194339149876,48.83587369051847,49.18412243236195,49.361676406860354,49.375858804453976,48.54563961029053,48.31200046539307
BURL,194.20047578357514,198.28000030517578,220.14650039672853,191.47454556551847,195.1686359752308,234.65210523103414,246.38590795343572,261.5404545177113,269.4500045776367,254.8143469769022,268.520499420166,288.8949966430664
BWA,33.41510772705078,31.29004955291748,32.20549821853638,33.412662506103516,36.03841764276678,33.40718168961374,32.46601737629283,32.58253635059703,33.37867317199707,34.525940936544664,34.13673572540283,33.28299970626831
